XUSXEYAF=MO07:00-10:00,TU05:06-10:11,WE00:00-21:35,TH13:33-14:44,FR19:15-20:29,SA00:16-00:47,SU01:05-09:15,
KTXRRTXH=MO12:10-16:15,TU04:03-06:27,WE01:01-08:04,TH13:00-15:05,FR13:17-20:23,SA10:19-13:33,SU04:32-08:33,
MEPGLDPB=MO04:15-10:16,TU00:02-00:03,WE02:05-16:49,TH09:01-22:06,FR15:06-19:08,SA12:30-20:31,SU02:06-11:20,
WFNGUCXV=MO01:17-13:24,TU01:17-22:18,WE00:00-00:30,TH00:09-01:13,FR09:08-20:12,SA05:05-08:17,SU08:03-12:16,
VXUCIUYB=MO00:00-18:02,TU05:01-17:41,WE00:05-05:40,TH06:19-10:23,FR00:05-00:08,SA03:24-12:54,SU00:04-03:47,
VITZMIVL=MO02:05-05:06,TU03:05-05:30,WE01:04-02:13,TH04:01-07:55,FR11:42-16:48,SA03:05-20:15,SU07:19-16:49,
ZXVTRDDC=MO05:00-16:00,TU07:22-08:26,WE00:36-05:47,TH02:32-14:50,FR15:04-17:06,SA11:03-12:05,SU02:04-05:08,
ILDIRGSW=MO02:04-03:10,TU11:19-16:24,WE03:26-18:27,TH00:15-02:21,FR06:14-09:19,SA08:08-14:53,SU11:41-17:48,
KVRDVWKC=MO00:01-05:25,TU14:01-16:08,WE10:36-16:42,TH00:21-03:33,FR08:07-09:41,SA02:19-17:34,SU14:16-19:46,
KLNKBNZN=MO06:10-09:35,TU19:43-22:52,WE06:12-13:22,TH01:01-03:13,FR00:10-02:12,SA05:13-06:38,SU04:23-10:37,
NOWAWYDY=MO02:04-04:12,TU04:25-12:31,WE08:47-22:53,TH06:11-09:43,FR06:27-14:43,SA20:15-22:40,SU04:50-08:57,
HSYUDYWF=MO02:10-08:40,TU00:13-00:34,WE02:19-22:24,TH05:17-11:25,FR02:39-07:49,SA18:31-22:54,SU03:20-09:24,
LYNLTDNK=MO13:26-14:39,TU01:03-21:33,WE00:28-05:55,TH14:00-17:06,FR05:11-22:18,SA01:15-09:53,SU00:11-13:16,
EPIQLHVS=MO01:08-10:27,TU03:02-05:06,WE13:16-16:18,TH08:16-11:32,FR15:13-22:40,SA01:02-02:10,SU01:08-02:25,
ZSYJQHIE=MO11:09-22:46,TU04:19-22:37,WE05:26-09:36,TH00:16-06:30,FR05:16-11:56,SA00:37-02:56,SU00:03-02:36,
APEPZCRE=MO07:12-10:39,TU06:31-07:33,WE04:11-17:55,TH03:06-20:16,FR10:53-17:58,SA10:21-14:52,SU03:39-05:42,
PNKEAXMJ=MO00:02-03:15,TU08:16-11:31,WE11:02-18:08,TH07:28-08:43,FR06:00-07:06,SA00:03-07:06,SU01:01-22:17,
IVXFOSDH=MO07:26-14:29,TU02:08-04:21,WE09:02-14:37,TH14:04-21:28,FR00:06-09:12,SA13:05-15:16,SU04:06-05:45,
UVEDCGAY=MO02:05-03:40,TU04:17-05:22,WE03:00-19:04,TH05:00-12:00,FR03:15-04:16,SA06:08-13:19,SU01:17-10:25,
HLIXQBFY=MO12:14-18:42,TU10:00-14:00,WE10:24-12:50,TH06:10-13:46,FR01:12-09:13,SA11:14-15:16,SU00:05-11:42,
YLXGXPMK=MO02:20-05:42,TU05:16-07:52,WE00:03-05:06,TH05:09-06:40,FR05:42-06:52,SA17:12-21:24,SU00:07-00:12,
SSJAYIVL=MO04:09-11:17,TU11:07-12:11,WE00:29-00:31,TH01:34-03:41,FR17:24-22:26,SA00:06-00:13,SU11:18-17:39,
IILRKMJC=MO04:13-09:18,TU02:11-11:36,WE07:11-08:26,TH10:00-12:02,FR17:02-20:13,SA06:01-20:28,SU14:09-21:44,
NXTGAFMB=MO06:03-11:22,TU00:09-08:24,WE14:11-21:15,TH02:00-03:00,FR01:21-21:54,SA00:02-01:28,SU14:04-21:13,
DTPJWKYY=MO10:22-17:27,TU02:00-05:11,WE00:40-08:57,TH02:23-11:34,FR05:25-12:53,SA01:38-04:43,SU01:35-02:56,
MXXJTOIE=MO04:11-12:23,TU01:05-06:38,WE02:37-16:58,TH03:05-04:21,FR13:08-14:41,SA11:29-15:51,SU03:01-08:05,
XADVWIHS=MO00:10-01:22,TU01:05-03:29,WE06:03-10:06,TH18:27-21:28,FR06:14-08:31,SA02:00-06:01,SU03:00-07:34,
MPJOOZJY=MO00:20-00:27,TU13:14-17:47,WE05:12-21:29,TH10:01-17:06,FR02:30-14:51,SA08:12-11:37,SU01:18-08:58,
HXOLNTAH=MO00:22-01:45,TU01:24-09:30,WE04:22-17:39,TH12:28-16:44,FR17:04-19:18,SA07:09-10:21,SU10:09-11:45,
EYWMVLYM=MO13:08-14:20,TU00:26-03:57,WE02:01-03:14,TH05:00-08:08,FR12:11-18:15,SA05:06-09:12,SU10:04-20:08,
ORKXWPDP=MO08:03-09:04,TU06:34-08:42,WE07:00-12:00,TH01:09-02:33,FR04:25-21:27,SA08:11-09:19,SU07:19-12:35,
LSLZYJCI=MO00:01-02:02,TU06:26-07:39,WE10:21-13:50,TH03:00-04:47,FR02:00-19:01,SA06:15-10:26,SU14:38-22:42,
KXOARHHE=MO02:07-08:10,TU07:01-12:11,WE01:01-03:03,TH04:33-15:34,FR00:09-01:33,SA00:29-02:34,SU10:33-13:37,
CXQGZKTX=MO00:17-06:56,TU11:20-20:32,WE20:02-21:12,TH11:13-21:21,FR03:04-06:57,SA06:38-09:54,SU05:00-14:30,
UUBYRSXY=MO13:05-20:25,TU07:03-20:09,WE01:05-15:06,TH05:19-18:52,FR01:06-16:36,SA09:01-19:16,SU02:24-12:38,
CEBZWQFQ=MO02:00-05:38,TU05:07-14:57,WE08:17-16:24,TH14:07-20:09,FR09:08-12:09,SA08:15-11:40,SU03:01-04:30,
IHTPKBDG=MO05:04-11:19,TU04:01-14:15,WE17:01-19:33,TH10:22-18:44,FR02:04-03:15,SA01:09-06:28,SU08:00-12:00,
VXQBECHQ=MO13:02-14:38,TU01:49-02:56,WE07:19-20:29,TH17:16-21:19,FR15:25-18:46,SA00:14-08:16,SU00:00-04:02,
PDMADGND=MO09:01-19:34,TU02:02-16:30,WE08:06-11:11,TH15:29-16:48,FR01:01-07:40,SA00:30-00:33,SU11:06-17:34,
TFNCFVWR=MO03:37-10:46,TU00:34-15:41,WE01:09-12:16,TH00:48-17:57,FR14:34-17:48,SA01:15-03:23,SU09:06-15:30,
HOWAVEOV=MO10:02-21:03,TU04:02-20:11,WE04:11-05:36,TH02:26-04:32,FR00:02-02:03,SA04:00-10:00,SU04:18-22:30,
TULJTEGW=MO02:15-10:21,TU08:06-10:12,WE00:39-02:44,TH00:25-00:31,FR07:06-18:10,SA06:21-10:49,SU15:10-20:37,
OGVUWVGJ=MO02:30-17:48,TU00:43-01:47,WE09:42-16:51,TH00:26-20:27,FR12:06-15:07,SA02:01-07:17,SU07:19-13:49,
CGVNULLI=MO10:24-17:37,TU12:39-17:42,WE01:01-15:07,TH16:12-19:55,FR01:15-02:20,SA02:05-15:24,SU09:04-22:34,
ZDPACOTU=MO09:17-11:44,TU08:17-14:47,WE07:07-11:34,TH05:07-12:12,FR17:01-22:23,SA00:12-04:27,SU04:03-05:08,
EQEKDMTL=MO00:49-01:55,TU04:01-08:06,WE00:49-04:52,TH07:20-21:36,FR03:19-04:26,SA05:04-22:23,SU09:12-11:41,
TXLPWRRU=MO06:22-10:30,TU04:19-11:38,WE00:25-02:32,TH02:52-08:53,FR02:12-07:22,SA07:46-11:52,SU09:21-16:48,
VXCHUJWD=MO01:06-02:29,TU03:21-08:22,WE05:19-06:58,TH00:11-01:15,FR08:27-19:41,SA00:14-00:28,SU05:10-07:30,
LQUYQLPL=MO08:00-14:33,TU07:01-10:05,WE07:03-12:05,TH00:35-06:50,FR09:29-13:32,SA02:06-22:34,SU05:03-17:29,
ORXCSGZF=MO01:01-05:07,TU14:08-19:40,WE00:09-03:49,TH00:06-00:29,FR20:22-21:50,SA00:00-08:00,SU13:33-21:34,
AHNIYFBS=MO08:07-11:34,TU21:38-22:42,WE02:13-03:24,TH01:00-18:00,FR00:00-01:00,SA06:28-16:57,SU19:29-22:51,
HGIDZCRT=MO01:00-05:03,TU00:12-01:17,WE06:00-13:08,TH01:56-04:57,FR05:08-16:30,SA05:15-07:25,SU16:06-20:15,
EPQTDMDM=MO02:17-08:20,TU01:20-08:21,WE05:04-06:19,TH10:18-16:56,FR08:05-10:06,SA03:05-04:14,SU00:47-05:58,
NDURUHKX=MO04:22-14:24,TU02:05-05:09,WE04:33-14:44,TH00:35-02:52,FR03:51-09:56,SA12:07-16:36,SU01:03-05:12,
XJTCOPFX=MO11:13-16:48,TU09:00-18:15,WE03:35-15:51,TH10:33-11:46,FR00:00-11:00,SA03:08-12:43,SU06:02-11:08,
TPBAIQSZ=MO05:45-08:55,TU01:12-16:56,WE09:24-10:32,TH15:09-22:46,FR10:15-12:17,SA11:32-14:49,SU00:45-01:48,
KHAQHXDG=MO02:00-20:12,TU03:14-16:34,WE01:07-02:08,TH01:06-10:44,FR08:00-17:01,SA10:25-18:28,SU02:51-04:52,
ENVEFMFA=MO01:12-10:35,TU08:05-09:18,WE10:04-11:05,TH02:06-04:17,FR12:02-19:06,SA03:33-09:51,SU18:07-21:56,
XPVPCQDO=MO01:03-06:05,TU16:01-20:04,WE03:42-12:45,TH02:05-14:21,FR13:38-17:42,SA07:47-10:56,SU11:00-19:03,
EWOQQGPG=MO05:00-09:09,TU00:38-01:52,WE00:16-00:28,TH00:03-00:48,FR19:11-21:23,SA09:39-20:45,SU01:03-03:08,
DHNZFLHM=MO03:29-08:57,TU11:08-20:11,WE15:01-20:02,TH08:18-16:33,FR01:05-03:08,SA05:17-08:22,SU14:10-19:36,
OJVPKXFY=MO00:05-00:17,TU03:00-19:08,WE02:10-07:29,TH07:18-11:49,FR03:32-18:47,SA01:00-03:00,SU03:00-08:43,
AGOFDOIF=MO03:37-14:39,TU00:02-13:49,WE00:12-04:46,TH01:15-13:40,FR09:07-19:08,SA10:15-17:33,SU13:22-22:28,
LIQUCAOX=MO00:26-02:29,TU05:17-10:21,WE05:07-09:14,TH17:06-20:20,FR11:03-12:54,SA05:09-10:40,SU15:08-17:14,
DFYWJFPX=MO00:15-08:18,TU13:00-14:00,WE06:01-16:02,TH00:08-11:47,FR08:02-14:09,SA01:03-04:21,SU01:09-10:36,
WCXLXXEB=MO01:11-04:14,TU05:00-12:00,WE06:08-12:21,TH00:00-00:01,FR07:06-15:56,SA00:14-18:32,SU07:16-08:57,
CGGGJSLT=MO00:20-14:31,TU01:38-06:46,WE03:04-07:26,TH00:08-08:28,FR17:07-21:28,SA06:01-20:53,SU07:08-13:33,
ATHQHWLU=MO14:28-15:30,TU02:36-06:53,WE13:36-14:41,TH13:02-18:04,FR11:20-20:34,SA10:01-14:18,SU00:13-00:37,
OLYAWEDZ=MO01:13-09:15,TU08:05-12:08,WE08:03-21:25,TH04:08-05:13,FR06:10-13:41,SA00:30-00:48,SU02:02-07:35,
IGQKWVXO=MO02:07-03:24,TU01:06-10:34,WE01:25-06:36,TH00:11-01:30,FR09:09-13:16,SA00:25-10:27,SU01:02-13:57,
IEOTBNMX=MO01:48-08:52,TU18:07-19:20,WE00:09-12:43,TH00:37-19:45,FR08:08-09:09,SA12:01-14:31,SU01:01-09:12,
JOXXPQHL=MO06:02-12:19,TU00:34-11:37,WE10:02-21:03,TH00:05-08:23,FR07:29-09:58,SA00:20-13:24,SU07:02-09:23,
LJIFSIXA=MO06:14-21:26,TU05:11-09:14,WE09:09-16:39,TH01:08-09:24,FR07:19-16:53,SA04:37-09:48,SU07:30-08:55,
QKAVBHNM=MO00:24-16:50,TU00:47-01:54,WE03:19-05:55,TH10:00-11:11,FR00:18-00:22,SA07:29-13:45,SU01:15-02:27,
NLVFAYTF=MO02:00-15:00,TU03:20-11:28,WE08:07-16:08,TH05:21-18:31,FR01:13-04:17,SA02:17-10:48,SU03:16-15:39,
MRWOYSAE=MO05:06-08:23,TU15:10-21:17,WE10:48-16:55,TH17:02-19:03,FR14:26-19:50,SA00:10-01:19,SU07:43-13:50,
NAWHWAUL=MO06:00-13:01,TU10:03-11:53,WE02:28-15:55,TH00:16-00:28,FR00:22-00:57,SA02:00-21:11,SU01:00-15:09,
VDGSDPLP=MO12:04-19:51,TU05:07-07:28,WE00:05-01:28,TH03:03-22:05,FR14:04-16:19,SA01:21-12:53,SU00:00-06:22,
XNCFQLUI=MO17:00-20:27,TU09:03-11:45,WE01:09-03:19,TH07:11-18:29,FR01:09-11:53,SA12:20-18:28,SU11:05-20:10,
UPLXZXCM=MO19:22-21:34,TU00:36-03:38,WE01:52-04:58,TH02:08-11:09,FR11:42-13:44,SA15:03-18:41,SU00:20-01:54,
BNUQPGXG=MO14:11-17:55,TU14:07-22:37,WE11:00-19:02,TH02:34-04:40,FR05:02-07:26,SA09:04-11:08,SU01:00-15:57,
JSILVQQK=MO02:09-08:38,TU00:02-00:23,WE09:12-17:21,TH10:02-20:08,FR03:01-13:10,SA17:36-20:42,SU00:37-01:55,
ZMCIOXVF=MO02:00-16:22,TU00:08-01:18,WE06:02-13:07,TH17:03-19:04,FR00:17-12:27,SA01:18-02:42,SU03:34-10:57,
UWONPBKO=MO08:03-09:06,TU16:17-22:19,WE00:09-07:19,TH00:42-01:57,FR00:10-03:40,SA01:00-05:01,SU04:19-06:23,
AQJJXTPW=MO02:19-08:41,TU14:30-20:41,WE00:52-00:53,TH03:48-08:51,FR04:44-05:52,SA08:31-10:35,SU14:13-16:35,
VGAGOBZA=MO05:09-06:22,TU15:16-18:36,WE02:41-14:47,TH04:27-05:36,FR05:02-13:12,SA04:16-18:25,SU03:07-19:35,
CAMCJNIQ=MO13:00-19:07,TU03:07-21:13,WE00:03-04:26,TH11:00-13:01,FR04:03-18:23,SA00:17-02:31,SU11:24-18:39,
HSYXTSTR=MO01:01-18:06,TU02:18-03:37,WE00:07-01:23,TH06:08-16:37,FR01:38-04:58,SA16:19-20:44,SU09:07-14:18,
SVVXSUDK=MO07:07-18:22,TU06:08-16:55,WE02:00-13:00,TH14:17-17:23,FR02:09-03:58,SA07:39-11:49,SU02:01-09:34,
YDENVFXG=MO02:16-07:33,TU01:21-07:30,WE11:21-21:30,TH05:23-14:48,FR05:22-18:33,SA04:11-22:41,SU01:00-02:15,
GTWWQHSZ=MO03:47-21:56,TU01:34-04:41,WE11:19-13:54,TH09:22-16:42,FR00:12-00:54,SA03:22-04:55,SU07:12-18:28,
NUQBXICV=MO13:15-14:20,TU09:08-16:47,WE00:00-00:00,TH00:02-05:04,FR03:16-04:19,SA03:32-05:45,SU01:07-17:18,
HKQMDTQG=MO01:11-12:38,TU00:00-20:10,WE15:20-21:28,TH02:00-21:01,FR02:00-09:19,SA02:03-20:09,SU05:12-06:20,
UCCMJLPR=MO04:16-12:23,TU02:25-11:54,WE04:07-17:20,TH01:10-11:48,FR09:01-12:14,SA04:01-05:05,SU12:12-20:50,
LSXMWHAA=MO04:08-05:10,TU10:24-14:57,WE21:21-22:27,TH01:17-03:24,FR01:00-03:27,SA00:00-18:01,SU05:14-09:20,
ZFXYHJCQ=MO03:00-06:00,TU00:25-00:39,WE06:49-10:53,TH13:26-16:32,FR08:07-21:17,SA04:00-22:12,SU08:12-14:34,
GEISGBVI=MO01:07-03:24,TU03:03-10:10,WE01:16-14:51,TH03:19-09:34,FR12:05-15:08,SA06:28-15:54,SU16:05-19:08,
WRQXXWOV=MO09:33-11:36,TU17:07-22:16,WE06:21-14:23,TH06:00-11:26,FR10:12-14:14,SA14:08-17:22,SU03:12-06:22,
CLKEKGHP=MO00:22-02:23,TU05:10-15:19,WE01:04-03:10,TH04:17-18:22,FR01:06-05:21,SA03:55-11:58,SU02:12-05:41,
CXCHARBS=MO00:02-00:24,TU19:10-22:28,WE03:13-07:35,TH02:09-07:14,FR00:17-02:20,SA00:12-01:19,SU14:15-19:27,
BNDHTMEG=MO01:02-11:18,TU12:07-18:56,WE06:18-09:43,TH17:09-21:11,FR01:07-15:44,SA18:22-22:25,SU07:03-09:06,
WHZGPSKI=MO06:02-16:07,TU02:00-05:09,WE00:12-04:41,TH05:13-16:23,FR02:05-21:44,SA00:27-03:49,SU07:12-14:22,
ZYMOFSHF=MO02:04-09:09,TU03:03-09:39,WE09:25-10:33,TH00:10-10:40,FR15:00-22:01,SA02:05-13:13,SU09:09-14:10,
AOSIYMZT=MO02:05-12:27,TU07:04-16:06,WE00:10-01:17,TH06:29-13:56,FR07:17-10:21,SA07:00-09:03,SU00:05-02:47,
KTYNERWO=MO08:26-11:40,TU00:14-16:45,WE00:08-00:22,TH09:03-22:08,FR00:06-03:19,SA02:35-17:36,SU04:41-18:57,
GEPMOYTN=MO13:19-22:32,TU00:18-12:37,WE04:45-14:47,TH08:13-18:53,FR00:08-02:23,SA09:03-14:28,SU01:12-08:47,
JIDHUXAW=MO06:08-08:36,TU04:23-09:49,WE05:02-14:11,TH13:09-19:53,FR16:30-22:35,SA00:02-00:10,SU04:17-06:46,
ZNQJZGAQ=MO13:13-16:17,TU14:39-20:57,WE07:27-08:55,TH06:07-13:23,FR08:03-10:07,SA04:16-08:54,SU06:08-11:27,
QYGLSKNX=MO12:07-14:24,TU11:11-16:56,WE06:28-18:43,TH08:01-16:12,FR04:16-09:41,SA05:10-08:27,SU00:00-13:07,
THINULFZ=MO02:01-13:05,TU03:11-22:37,WE10:07-21:08,TH03:27-16:58,FR01:08-08:14,SA04:07-20:38,SU19:03-21:24,
UUIICMTL=MO04:44-13:47,TU03:17-18:31,WE03:01-11:02,TH00:41-14:42,FR03:18-04:42,SA01:42-14:45,SU02:01-10:56,
KBTXZRKN=MO12:09-15:32,TU04:08-09:26,WE04:18-17:29,TH00:21-03:45,FR00:03-19:33,SA00:01-17:02,SU00:45-11:50,
YCUTKMZE=MO02:01-05:07,TU03:29-18:55,WE00:08-02:32,TH02:03-03:44,FR07:17-18:49,SA06:28-08:35,SU05:01-11:36,
TNCCEPAU=MO07:14-21:44,TU03:38-20:43,WE08:08-20:20,TH04:05-07:06,FR00:38-00:47,SA00:44-03:45,SU00:03-01:04,
ZSUIAYCB=MO01:19-08:58,TU16:13-21:48,WE08:36-21:47,TH01:33-11:37,FR06:01-11:06,SA00:11-02:17,SU09:21-16:33,
LQSUBZEF=MO20:20-21:55,TU08:44-11:58,WE11:00-19:17,TH14:04-19:12,FR13:09-14:32,SA08:10-14:13,SU12:01-21:12,
TXSRXZSK=MO00:17-01:45,TU00:01-03:02,WE01:00-11:14,TH06:05-16:14,FR03:04-11:12,SA00:02-03:29,SU06:05-07:54,
AAQKKFPR=MO04:12-17:36,TU13:03-15:05,WE17:15-18:45,TH00:03-00:12,FR09:09-14:26,SA08:04-12:06,SU06:13-09:39,
IZEFJQUP=MO01:21-11:31,TU13:47-20:58,WE13:22-17:35,TH04:12-10:18,FR12:17-14:24,SA03:20-04:45,SU15:19-22:58,
HXMDLEXP=MO05:31-22:45,TU00:18-09:34,WE03:13-10:54,TH04:09-10:26,FR09:19-12:34,SA13:01-17:08,SU10:00-20:02,
LXOGLXIN=MO05:08-08:12,TU01:03-02:42,WE14:06-18:17,TH05:06-22:20,FR02:10-10:43,SA14:14-21:32,SU15:48-20:54,
WXXTOYMC=MO00:08-01:55,TU10:06-16:26,WE00:00-03:09,TH01:46-05:47,FR01:19-02:25,SA03:00-08:00,SU02:16-10:55,
QKIWBTHJ=MO00:34-02:57,TU08:05-14:24,WE10:03-18:05,TH05:40-11:46,FR00:36-00:54,SA03:04-06:18,SU04:13-20:44,
CBNPGRKB=MO11:25-14:52,TU01:16-07:57,WE07:03-14:56,TH03:00-04:00,FR15:12-18:28,SA00:04-03:35,SU06:09-19:52,
MLAPPNGD=MO13:31-15:55,TU00:33-02:57,WE00:07-04:31,TH09:18-18:23,FR07:21-22:48,SA01:10-04:14,SU02:03-05:18,
XRVHBEIN=MO06:20-10:30,TU02:09-12:12,WE02:03-03:04,TH00:32-04:49,FR16:14-22:19,SA11:08-20:10,SU00:03-14:49,
JGKJZKDF=MO01:06-05:08,TU02:12-03:22,WE04:01-08:04,TH06:15-19:37,FR00:16-22:30,SA02:15-12:34,SU12:21-14:42,
MFWRHVOT=MO00:41-03:47,TU09:11-19:14,WE10:19-14:53,TH07:00-15:01,FR01:00-02:00,SA02:23-20:45,SU12:12-15:29,
PODFXJVK=MO12:30-15:52,TU01:00-04:25,WE20:11-22:12,TH09:05-13:06,FR14:00-19:11,SA00:32-03:56,SU18:01-22:14,
VGXAZCNI=MO13:06-21:57,TU13:13-14:39,WE00:05-01:08,TH00:09-01:22,FR13:05-20:08,SA01:36-04:41,SU12:11-15:40,
VJCOHROI=MO01:19-05:57,TU08:03-09:31,WE00:03-15:27,TH01:18-05:34,FR06:14-10:38,SA02:54-11:58,SU00:03-01:10,
SMLXOYXM=MO01:08-06:12,TU06:01-20:04,WE05:07-14:12,TH05:07-14:09,FR04:14-06:20,SA10:23-22:36,SU01:29-04:35,
ADKJSPUA=MO11:22-13:29,TU03:05-09:16,WE12:16-14:21,TH00:34-05:56,FR08:03-09:38,SA00:02-00:19,SU07:14-17:30,
YFYOCSHV=MO00:02-00:04,TU01:11-03:27,WE12:02-20:21,TH06:04-07:26,FR03:20-14:22,SA01:09-19:32,SU10:03-17:49,
YHKHPXVO=MO00:01-01:51,TU06:11-11:28,WE00:10-21:17,TH04:21-11:25,FR02:12-09:53,SA03:02-04:25,SU00:09-02:10,
JDBFTEAG=MO05:18-14:35,TU10:01-13:07,WE05:19-11:58,TH04:01-05:04,FR14:13-19:39,SA09:06-10:37,SU07:35-08:46,
JJDHGAXH=MO00:11-17:17,TU00:29-17:39,WE02:41-05:49,TH06:32-09:38,FR01:10-03:12,SA16:11-22:15,SU09:00-11:06,
EDKEXIGD=MO12:10-20:16,TU07:11-11:28,WE01:01-19:16,TH00:02-10:57,FR02:00-07:04,SA03:24-20:42,SU17:09-22:35,
KZEJCHQX=MO07:02-11:09,TU02:00-09:00,WE08:06-13:07,TH08:23-12:34,FR04:00-05:03,SA01:13-02:18,SU00:00-02:03,
VBGXBAEF=MO01:50-04:55,TU04:06-21:20,WE00:04-01:05,TH02:10-08:11,FR03:32-07:48,SA03:07-19:30,SU07:00-15:03,
XRENOOXV=MO05:08-09:35,TU14:08-16:11,WE05:16-09:46,TH02:36-22:46,FR00:26-01:53,SA06:02-12:09,SU04:00-06:06,
BKQRWMVL=MO04:03-06:13,TU09:24-10:48,WE05:48-08:51,TH05:07-10:26,FR00:02-04:11,SA04:06-22:38,SU01:05-03:27,
HNVQTEXC=MO04:16-09:37,TU05:01-11:07,WE00:29-04:34,TH03:27-08:45,FR12:42-15:47,SA06:02-14:14,SU09:29-15:32,
EGCANJVT=MO04:00-05:03,TU01:11-06:26,WE06:11-08:20,TH03:00-19:01,FR05:48-07:51,SA02:07-12:16,SU15:09-16:25,
OOPPSZHA=MO05:00-20:00,TU00:09-00:12,WE00:00-00:01,TH00:29-01:40,FR13:13-15:17,SA02:28-04:39,SU00:08-01:09,
BOCMAGFG=MO01:15-04:23,TU00:04-09:37,WE02:16-12:34,TH12:20-22:29,FR00:28-06:42,SA02:06-19:26,SU18:40-21:56,
LTIEDCDU=MO06:02-11:03,TU11:03-22:10,WE07:16-09:36,TH08:04-19:31,FR04:05-17:17,SA06:00-19:06,SU06:13-07:15,
DBIQAVLY=MO00:43-00:57,TU02:06-15:27,WE05:03-06:15,TH01:27-09:51,FR01:05-09:58,SA16:21-21:47,SU11:04-13:19,
HRZUDEBM=MO07:03-16:39,TU04:07-08:32,WE03:05-04:20,TH00:33-03:49,FR07:40-09:53,SA01:28-04:41,SU00:07-01:40,
CNLCFVSZ=MO07:25-15:29,TU02:40-04:56,WE01:08-05:26,TH04:20-08:33,FR05:31-17:40,SA02:00-08:01,SU00:01-19:07,
OWRMFIZQ=MO04:18-08:50,TU00:03-03:17,WE06:08-21:47,TH04:03-07:20,FR00:12-08:36,SA02:19-03:23,SU13:36-21:54,
JJKFZNJL=MO00:02-00:12,TU12:04-16:19,WE09:09-14:32,TH08:38-13:55,FR01:17-02:18,SA01:06-05:07,SU05:03-16:53,
GIBGVXSR=MO08:01-12:05,TU01:07-05:55,WE09:00-14:02,TH03:13-08:42,FR05:00-13:01,SA09:31-13:53,SU04:18-05:36,
EKQWENAI=MO05:01-16:10,TU03:06-22:22,WE13:05-19:41,TH11:13-16:31,FR05:16-13:28,SA03:03-11:04,SU00:29-05:53,
HKMHNTAP=MO09:09-20:14,TU04:02-15:03,WE14:13-20:40,TH02:04-10:23,FR01:08-10:39,SA03:26-04:43,SU01:27-02:57,
GEKJRMQH=MO03:24-06:53,TU00:22-02:24,WE02:07-06:25,TH02:04-03:17,FR01:52-12:56,SA06:04-13:38,SU01:05-09:24,
SPJSRADJ=MO01:45-02:46,TU08:03-17:44,WE04:00-16:44,TH00:07-00:13,FR05:22-15:43,SA05:17-21:29,SU08:25-15:47,
DNEXXIYC=MO02:03-05:51,TU00:07-00:47,WE14:00-21:35,TH00:02-08:06,FR04:01-17:51,SA00:01-03:08,SU03:05-05:13,
XEXPFZKT=MO00:08-19:32,TU03:08-21:10,WE02:22-08:29,TH02:00-03:00,FR06:07-16:12,SA00:01-03:02,SU00:16-03:30,
TSJWTRTW=MO00:33-05:42,TU08:03-13:08,WE00:31-02:32,TH02:01-21:06,FR04:10-17:17,SA17:40-18:56,SU06:23-20:25,
VGFNVFLV=MO15:17-17:20,TU19:33-20:41,WE06:03-12:56,TH02:31-06:41,FR01:04-12:11,SA04:12-11:54,SU00:18-02:30,
WCSIMSFM=MO10:26-15:42,TU05:14-20:51,WE10:33-14:36,TH00:26-01:55,FR08:52-17:56,SA02:16-11:30,SU03:02-10:08,
SGKRCUCV=MO05:13-08:24,TU03:00-06:02,WE03:26-22:42,TH16:34-22:50,FR03:00-08:05,SA01:00-19:16,SU02:10-04:54,
ACTFKXRX=MO05:16-13:17,TU15:03-21:04,WE10:00-11:03,TH00:36-01:51,FR00:01-00:14,SA01:05-15:28,SU00:07-03:09,
UYEBUTYQ=MO02:13-06:19,TU19:09-20:24,WE02:01-04:07,TH09:03-20:23,FR07:08-11:34,SA01:07-02:10,SU00:14-21:58,
RHMNYTPC=MO13:11-19:19,TU08:01-14:08,WE01:37-21:53,TH01:28-13:43,FR02:26-17:32,SA11:15-14:22,SU00:07-08:39,
XLLGRSMU=MO00:09-13:20,TU03:11-08:46,WE01:06-07:13,TH13:34-22:41,FR04:04-06:11,SA03:00-15:08,SU00:19-17:40,
CCJOWTZC=MO00:41-04:58,TU08:02-22:05,WE05:20-06:26,TH00:23-00:37,FR08:12-10:49,SA00:16-01:21,SU07:13-18:22,
AHELUZKF=MO11:00-20:10,TU01:30-02:41,WE00:07-22:13,TH00:04-01:12,FR03:12-05:24,SA01:17-05:18,SU08:02-10:03,
FMOMLTOX=MO05:35-07:51,TU04:00-14:01,WE04:01-14:18,TH02:31-09:35,FR06:06-07:30,SA02:00-18:00,SU01:00-02:01,
TLIQIBOX=MO16:02-21:50,TU03:32-12:56,WE00:21-05:58,TH07:07-14:08,FR00:28-01:35,SA01:06-03:20,SU10:18-15:48,
IMPNHKXC=MO08:22-15:45,TU03:29-07:35,WE08:00-18:19,TH10:21-14:52,FR03:15-22:31,SA09:00-15:01,SU01:05-06:21,
KUZJQFVX=MO01:00-08:00,TU00:01-19:32,WE08:12-10:19,TH04:16-21:39,FR03:44-08:56,SA06:21-12:45,SU07:00-10:00,
QOJVNYIX=MO13:25-15:38,TU05:00-06:47,WE15:36-17:42,TH00:02-01:52,FR14:06-19:32,SA04:01-19:03,SU08:11-11:28,
YGSTZINV=MO03:04-13:35,TU02:01-03:07,WE10:00-12:01,TH13:09-16:35,FR01:18-20:56,SA12:13-20:20,SU15:15-16:42,
